state;region;year;value;Colonne1
Ceará;Noroeste Cearense;2010;7872066.47;0.207174004
Ceará;Noroeste Cearense;2011;8743392.88;0.110685855
Ceará;Noroeste Cearense;2012;9439650.17;0.079632392
Ceará;Noroeste Cearense;2013;10720920.76;0.135732847
Ceará;Noroeste Cearense;2014;12352711.27;0.152206191
Ceará;Noroeste Cearense;2015;12929809.68;0.04671836
Ceará;Noroeste Cearense;2016;14131038.03;0.092903792
Ceará;Noroeste Cearense;2017;16081594.7;0.138033502
Ceará;Norte Cearense;2002;2229932.38;0
Ceará;Norte Cearense;2003;2554140.74;0.145389323
Ceará;Norte Cearense;2004;2973582.84;0.164220434
Ceará;Norte Cearense;2005;3244027.34;0.090949038
Ceará;Norte Cearense;2006;3643912.29;0.123268058
Ceará;Norte Cearense;2007;3695020.09;0.01402553
Ceará;Norte Cearense;2008;4592680.72;0.242937957
Ceará;Norte Cearense;2009;4783369.59;0.041520167
Ceará;Norte Cearense;2010;6133806.77;0.282319222
Ceará;Norte Cearense;2011;7159197.42;0.167170354
Ceará;Norte Cearense;2012;7160010.79;0.000113612
Ceará;Norte Cearense;2013;8196230.03;0.144723139
Ceará;Norte Cearense;2014;10200526.41;0.244538815
Ceará;Norte Cearense;2015;10814889.36;0.060228553
Ceará;Norte Cearense;2016;12060459.06;0.115171747
Ceará;Norte Cearense;2017;14119377.86;0.170716454
Ceará;Metropolitana de Fortaleza;2002;17838817.58;0
Ceará;Metropolitana de Fortaleza;2003;20069115.4;0.12502498
Ceará;Metropolitana de Fortaleza;2004;22903836.96;0.141247958
Ceará;Metropolitana de Fortaleza;2005;25609154.73;0.118116356
Ceará;Metropolitana de Fortaleza;2006;28844390.3;0.126331213
Ceará;Metropolitana de Fortaleza;2007;32131427.09;0.113957576
Ceará;Metropolitana de Fortaleza;2008;37802488.79;0.176495793
Ceará;Metropolitana de Fortaleza;2009;42953380.69;0.13625801
Ceará;Metropolitana de Fortaleza;2010;49982117.11;0.163636396
Ceará;Metropolitana de Fortaleza;2011;55916559.31;0.118731309
Ceará;Metropolitana de Fortaleza;2012;61558089.98;0.100891949
Ceará;Metropolitana de Fortaleza;2013;68630598.47;0.114891617
Ceará;Metropolitana de Fortaleza;2014;77879688.21;0.13476627
Ceará;Metropolitana de Fortaleza;2015;80446784.86;0.032962339
Ceará;Metropolitana de Fortaleza;2016;84275554.95;0.047593824
Ceará;Metropolitana de Fortaleza;2017;87075776.3;0.03322697
Ceará;Sertões Cearenses;2002;1599190.34;0
Ceará;Sertões Cearenses;2003;1860094.68;0.163147771
Ceará;Sertões Cearenses;2004;1938638.19;0.042225544
Ceará;Sertões Cearenses;2005;2230060.13;0.150323016
Ceará;Sertões Cearenses;2006;2543737.79;0.140658835
Ceará;Sertões Cearenses;2007;2641258.6;0.038337603
Ceará;Sertões Cearenses;2008;3348349.22;0.267709727
Ceará;Sertões Cearenses;2009;3470796.46;0.036569435
Ceará;Sertões Cearenses;2010;4044685.71;0.165347999
Ceará;Sertões Cearenses;2011;4910125.49;0.213969599
Ceará;Sertões Cearenses;2012;4727579.42;-0.037177475
Ceará;Sertões Cearenses;2013;5341423.52;0.129843213
Ceará;Sertões Cearenses;2014;6394258.24;0.197107516
Ceará;Sertões Cearenses;2015;6698164.9;0.047528055
Ceará;Sertões Cearenses;2016;7326572.1;0.093817816
Ceará;Sertões Cearenses;2017;7986436.34;0.090064526
Ceará;Jaguaribe;2002;1450641.55;0
Ceará;Jaguaribe;2003;1666533.04;0.148824835
Ceará;Jaguaribe;2004;1873604.82;0.12425303
Ceará;Jaguaribe;2005;1982837.67;0.058300901
Ceará;Jaguaribe;2006;2277941.32;0.148828951
Ceará;Jaguaribe;2007;2499648.41;0.097327832
Ceará;Jaguaribe;2008;2957062.86;0.182991515
Ceará;Jaguaribe;2009;3126681.78;0.057360607
Ceará;Jaguaribe;2010;3658911.0;0.170221742
Ceará;Jaguaribe;2011;4184977.67;0.143776842
Ceará;Jaguaribe;2012;4689722.25;0.120608667
Ceará;Jaguaribe;2013;5687313.09;0.212718534
Ceará;Jaguaribe;2014;6297981.42;0.107373784
Ceará;Jaguaribe;2015;6538524.64;0.038193701
Ceará;Jaguaribe;2016;6755137.32;0.033128678
Ceará;Jaguaribe;2017;7551178.05;0.117842272
Ceará;Centro-Sul Cearense;2002;781267.41;0
Ceará;Centro-Sul Cearense;2003;921775.2;0.179845963
Ceará;Centro-Sul Cearense;2004;970690.89;0.053066832
Ceará;Centro-Sul Cearense;2005;1070839.35;0.10317235
Ceará;Centro-Sul Cearense;2006;1231542.63;0.150072259
Ceará;Centro-Sul Cearense;2007;1316944.15;0.069345159
Ceará;Centro-Sul Cearense;2008;1572221.13;0.193840399
Ceará;Centro-Sul Cearense;2009;1690365.68;0.075144996
Ceará;Centro-Sul Cearense;2010;2090007.39;0.236423228
Ceará;Centro-Sul Cearense;2011;2357033.83;0.127763395
Ceará;Centro-Sul Cearense;2012;2521277.27;0.069682258
Ceará;Centro-Sul Cearense;2013;2791011.58;0.1069832
Ceará;Centro-Sul Cearense;2014;3406728.78;0.220607182
Ceará;Centro-Sul Cearense;2015;3430206.64;0.006891614
Ceará;Centro-Sul Cearense;2016;3599785.51;0.049436925
Ceará;Centro-Sul Cearense;2017;3807485.27;0.057697815
Ceará;Sul Cearense;2002;1932989.86;0
Ceará;Sul Cearense;2003;2223987.66;0.150542849
Ceará;Sul Cearense;2004;2343509.54;0.053742151
Ceará;Sul Cearense;2005;2593452.16;0.106653127
Ceará;Sul Cearense;2006;3182302.99;0.227052898
Ceará;Sul Cearense;2007;3413566.46;0.072671732
Ceará;Sul Cearense;2008;4095788.9;0.199856206
Ceará;Sul Cearense;2009;4654293.62;0.136360719
Ceará;Sul Cearense;2010;5554704.82;0.193458186
Ceará;Sul Cearense;2011;6424541.83;0.156594642
Ceará;Sul Cearense;2012;6877423.01;0.07049237
Ceará;Sul Cearense;2013;7669058.91;0.115106472
Ceará;Sul Cearense;2014;9522577.32;0.241687857
Ceará;Sul Cearense;2015;9771468.44;0.026136949
Ceará;Sul Cearense;2016;10273973.7;0.051425767
Ceará;Sul Cearense;2017;11268543.23;0.096804757
Rio Grande do Norte;Oeste Potiguar;2002;3909017.74;0
Rio Grande do Norte;Oeste Potiguar;2003;4257432.73;0.089131084
Rio Grande do Norte;Oeste Potiguar;2004;5148595.42;0.209319265
Rio Grande do Norte;Oeste Potiguar;2005;6048046.58;0.174698357
Rio Grande do Norte;Oeste Potiguar;2006;6686109.75;0.10549905
Rio Grande do Norte;Oeste Potiguar;2007;7315985.07;0.094206548
Rio Grande do Norte;Oeste Potiguar;2008;8146685.81;0.113545986
Rio Grande do Norte;Oeste Potiguar;2009;7798348.13;-0.042758207
Rio Grande do Norte;Oeste Potiguar;2010;9360849.9;0.200363172
Rio Grande do Norte;Oeste Potiguar;2011;11322304.05;0.209538041
Rio Grande do Norte;Oeste Potiguar;2012;12780971.69;0.128831343
Rio Grande do Norte;Oeste Potiguar;2013;13885856.78;0.08644766
Rio Grande do Norte;Oeste Potiguar;2014;14023487.79;0.009911597
Rio Grande do Norte;Oeste Potiguar;2015;13369030.84;-0.046668629
Rio Grande do Norte;Oeste Potiguar;2016;12924711.87;-0.033234942
Rio Grande do Norte;Oeste Potiguar;2017;14010591.91;0.084015803
Rio Grande do Norte;Central Potiguar;2002;1325931.41;0
Rio Grande do Norte;Central Potiguar;2003;1434717.29;0.082044877
Rio Grande do Norte;Central Potiguar;2004;1728351.67;0.204663582
Rio Grande do Norte;Central Potiguar;2005;1974896.78;0.142647538
Rio Grande do Norte;Central Potiguar;2006;2298131.69;0.1636718
Rio Grande do Norte;Central Potiguar;2007;2615214.96;0.137974369
Rio Grande do Norte;Central Potiguar;2008;3030839.58;0.158925605
Rio Grande do Norte;Central Potiguar;2009;3069655.36;0.01280694
Rio Grande do Norte;Central Potiguar;2010;3691987.7;0.202736877
Rio Grande do Norte;Central Potiguar;2011;3802307.18;0.029880782
Rio Grande do Norte;Central Potiguar;2012;4099358.01;0.078123838
Rio Grande do Norte;Central Potiguar;2013;4534107.33;0.106053026
Rio Grande do Norte;Central Potiguar;2014;5334052.18;0.1764283
Rio Grande do Norte;Central Potiguar;2015;6137473.85;0.150621262
Rio Grande do Norte;Central Potiguar;2016;6695225.65;0.090876444
Rio Grande do Norte;Central Potiguar;2017;7310584.15;0.091910046
Rio Grande do Norte;Agreste Potiguar;2002;836194.79;0
Rio Grande do Norte;Agreste Potiguar;2003;950418.28;0.136599141
Rio Grande do Norte;Agreste Potiguar;2004;1103421.46;0.160985098
Rio Grande do Norte;Agreste Potiguar;2005;1230890.48;0.115521607
Rio Grande do Norte;Agreste Potiguar;2006;1360067.37;0.104945884
Rio Grande do Norte;Agreste Potiguar;2007;1607143.43;0.181664574
Rio Grande do Norte;Agreste Potiguar;2008;1756427.59;0.092887889
Rio Grande do Norte;Agreste Potiguar;2009;1967491.63;0.120166662
Rio Grande do Norte;Agreste Potiguar;2010;2186558.46;0.111343208
Rio Grande do Norte;Agreste Potiguar;2011;2599522.93;0.188865049
Rio Grande do Norte;Agreste Potiguar;2012;3202742.38;0.232050059
Rio Grande do Norte;Agreste Potiguar;2013;3544671.27;0.106761284
Rio Grande do Norte;Agreste Potiguar;2014;3804123.75;0.073195075
Rio Grande do Norte;Agreste Potiguar;2015;4425656.55;0.163383959
Rio Grande do Norte;Agreste Potiguar;2016;5010592.37;0.132169276
Rio Grande do Norte;Agreste Potiguar;2017;5392532.55;0.076226552
Rio Grande do Norte;Leste Potiguar;2002;7495659.43;0
Rio Grande do Norte;Leste Potiguar;2003;8222873.19;0.097017983
Rio Grande do Norte;Leste Potiguar;2004;9272029.88;0.127590036
Rio Grande do Norte;Leste Potiguar;2005;10713084.23;0.155419511
Rio Grande do Norte;Leste Potiguar;2006;12545814.9;0.171074047
Rio Grande do Norte;Leste Potiguar;2007;14779915.05;0.178075332
Rio Grande do Norte;Leste Potiguar;2008;15964907.51;0.080175864
Rio Grande do Norte;Leste Potiguar;2009;18105558.52;0.134084774
Rio Grande do Norte;Leste Potiguar;2010;20945106.31;0.15683293
Rio Grande do Norte;Leste Potiguar;2011;23268790.75;0.11094164
Rio Grande do Norte;Leste Potiguar;2012;26329136.28;0.131521469
Rio Grande do Norte;Leste Potiguar;2013;29553821.18;0.122475909
Rio Grande do Norte;Leste Potiguar;2014;30860920.19;0.04422775
Rio Grande do Norte;Leste Potiguar;2015;33318705.59;0.079640704
Rio Grande do Norte;Leste Potiguar;2016;35046858.96;0.051867362
Rio Grande do Norte;Leste Potiguar;2017;37580837.95;0.072302599
Paraíba;Sertão Paraibano;2002;1897824.92;0
Paraíba;Sertão Paraibano;2003;2220615.61;0.170084546
Paraíba;Sertão Paraibano;2004;2427722.87;0.093265696
Paraíba;Sertão Paraibano;2005;2697239.83;0.111016362
Paraíba;Sertão Paraibano;2006;3185747.01;0.181113735
Paraíba;Sertão Paraibano;2007;3485459.62;0.094079225
Paraíba;Sertão Paraibano;2008;4174529.83;0.19769852
Paraíba;Sertão Paraibano;2009;4733575.87;0.133918324
Paraíba;Sertão Paraibano;2010;5155122.28;0.089054538
Paraíba;Sertão Paraibano;2011;5703424.67;0.106360695
Paraíba;Sertão Paraibano;2012;6361961.12;0.115463338
Paraíba;Sertão Paraibano;2013;7089312.99;0.114328248
Paraíba;Sertão Paraibano;2014;8163027.18;0.151455323
Paraíba;Sertão Paraibano;2015;8766821.88;0.073967008
Paraíba;Sertão Paraibano;2016;9466627.23;0.079824292
Paraíba;Sertão Paraibano;2017;10038910.23;0.060452681
Paraíba;Borborema;2002;587428.42;0
Paraíba;Borborema;2003;679646.74;0.15698648
Paraíba;Borborema;2004;745897.54;0.097478287
Paraíba;Borborema;2005;857240.48;0.149273773
Paraíba;Borborema;2006;979281.54;0.142365022
Paraíba;Borborema;2007;1086547.21;0.109535068
Paraíba;Borborema;2008;1272432.85;0.171079212
Paraíba;Borborema;2009;1440762.44;0.132289566
Paraíba;Borborema;2010;1576300.35;0.094073739
Paraíba;Borborema;2011;1721933.46;0.092389188
Paraíba;Borborema;2012;1918907.47;0.114391186
Paraíba;Borborema;2013;2155085.11;0.123079223
Paraíba;Borborema;2014;2448258.8;0.136038103
Paraíba;Borborema;2015;2725329.89;0.113170671
Paraíba;Borborema;2016;2887120.49;0.05936551
Paraíba;Borborema;2017;3103475.98;0.074938157
Paraíba;Agreste Paraibano;2002;3488001.98;0
Paraíba;Agreste Paraibano;2003;4177325.18;0.197626952
Paraíba;Agreste Paraibano;2004;4506323.92;0.078758231
Paraíba;Agreste Paraibano;2005;5099464.28;0.131623996
Paraíba;Agreste Paraibano;2006;6021654.21;0.180840551
Paraíba;Agreste Paraibano;2007;6616347.16;0.098759067
Paraíba;Agreste Paraibano;2008;7626615.99;0.152692839
Paraíba;Agreste Paraibano;2009;8517012.15;0.116748524
Paraíba;Agreste Paraibano;2010;9476491.3;0.11265443
Paraíba;Agreste Paraibano;2011;10485244.88;0.106448004
Paraíba;Agreste Paraibano;2012;11828820.0;0.128139603
Paraíba;Agreste Paraibano;2013;12854014.12;0.086669179
Paraíba;Agreste Paraibano;2014;14456806.86;0.124692001
Paraíba;Agreste Paraibano;2015;15488761.01;0.071381887
Paraíba;Agreste Paraibano;2016;16413775.04;0.059721628
Paraíba;Agreste Paraibano;2017;17104079.35;0.042056401
Paraíba;Mata Paraibana;2002;6773765.87;0
Paraíba;Mata Paraibana;2003;7660332.01;0.130882312
Paraíba;Mata Paraibana;2004;8077887.21;0.05450876
Paraíba;Mata Paraibana;2005;8903281.74;0.102179507
Paraíba;Mata Paraibana;2006;10651333.6;0.196337925
Paraíba;Mata Paraibana;2007;11721457.47;0.100468534
Paraíba;Mata Paraibana;2008;13815994.4;0.178692533
Paraíba;Mata Paraibana;2009;15539055.65;0.124714964
Paraíba;Mata Paraibana;2010;17314577.76;0.114261906
Paraíba;Mata Paraibana;2011;19198533.66;0.108807499
Paraíba;Mata Paraibana;2012;22378660.62;0.165644263
Paraíba;Mata Paraibana;2013;24278887.05;0.084912429
Paraíba;Mata Paraibana;2014;27868390.24;0.147844635
Paraíba;Mata Paraibana;2015;29160977.49;0.046381841
Paraíba;Mata Paraibana;2016;30337258.65;0.040337508
Paraíba;Mata Paraibana;2017;32140321.08;0.059433927
Pernambuco;Sertão Pernambucano;2002;2041760.47;0
Pernambuco;Sertão Pernambucano;2003;2190805.09;0.072998093
Pernambuco;Sertão Pernambucano;2004;2403414.93;0.097046442
Pernambuco;Sertão Pernambucano;2005;2774908.39;0.154569007
Pernambuco;Sertão Pernambucano;2006;3213772.0;0.15815427
Pernambuco;Sertão Pernambucano;2007;3558191.78;0.107169949
Pernambuco;Sertão Pernambucano;2008;4197287.1;0.179612387
Pernambuco;Sertão Pernambucano;2009;4780896.91;0.13904453
Pernambuco;Sertão Pernambucano;2010;5868762.67;0.227544283
Pernambuco;Sertão Pernambucano;2011;6584002.14;0.121872277
Pernambuco;Sertão Pernambucano;2012;7321422.97;0.112001912
Pernambuco;Sertão Pernambucano;2013;7925518.33;0.082510649
Pernambuco;Sertão Pernambucano;2014;9021953.08;0.13834234
Pernambuco;Sertão Pernambucano;2015;8989848.93;-0.003558448
Pernambuco;Sertão Pernambucano;2016;9697328.1;0.078697559
Pernambuco;Sertão Pernambucano;2017;10396180.72;0.072066513
Pernambuco;São Francisco Pernambucano;2002;2114224.22;0
Pernambuco;São Francisco Pernambucano;2003;2565401.88;0.213401046
Pernambuco;São Francisco Pernambucano;2004;2864890.81;0.116741526
Pernambuco;São Francisco Pernambucano;2005;3174077.43;0.107922654
Pernambuco;São Francisco Pernambucano;2006;3352421.47;0.056187678
Pernambuco;São Francisco Pernambucano;2007;3693522.37;0.101747618
Pernambuco;São Francisco Pernambucano;2008;4270899.1;0.156321438
Pernambuco;São Francisco Pernambucano;2009;4623725.37;0.082611708
Pernambuco;São Francisco Pernambucano;2010;5939521.35;0.284574856
Pernambuco;São Francisco Pernambucano;2011;6366006.78;0.07180468
Pernambuco;São Francisco Pernambucano;2012;7520857.47;0.181408963
Pernambuco;São Francisco Pernambucano;2013;7609970.64;0.011848805
Pernambuco;São Francisco Pernambucano;2014;8371688.38;0.100094702
Pernambuco;São Francisco Pernambucano;2015;8947850.16;0.06882265
Pernambuco;São Francisco Pernambucano;2016;9352922.52;0.045270356
Pernambuco;São Francisco Pernambucano;2017;9956692.65;0.064554168
Pernambuco;Agreste Pernambucano;2002;4862581.55;0
Pernambuco;Agreste Pernambucano;2003;5331610.88;0.096456856
Pernambuco;Agreste Pernambucano;2004;6356486.0;0.192226166
Pernambuco;Agreste Pernambucano;2005;7285318.8;0.146123629
Pernambuco;Agreste Pernambucano;2006;8372901.28;0.14928413
Pernambuco;Agreste Pernambucano;2007;9514656.45;0.136363147
Pernambuco;Agreste Pernambucano;2008;10904066.03;0.14602835
Pernambuco;Agreste Pernambucano;2009;11969843.68;0.097741306
Pernambuco;Agreste Pernambucano;2010;14557465.21;0.21617839
Pernambuco;Agreste Pernambucano;2011;16662356.68;0.144591894
Pernambuco;Agreste Pernambucano;2012;19598678.49;0.17622488
Pernambuco;Agreste Pernambucano;2013;21657551.39;0.105051619
Pernambuco;Agreste Pernambucano;2014;24350088.0;0.124323224
Pernambuco;Agreste Pernambucano;2015;24949415.07;0.024612932
Pernambuco;Agreste Pernambucano;2016;26905287.66;0.078393525
Pernambuco;Agreste Pernambucano;2017;29692597.54;0.103597104
Pernambuco;Mata Pernambucana;2002;3711537.41;0
Pernambuco;Mata Pernambucana;2003;4107547.42;0.106697028
Pernambuco;Mata Pernambucana;2004;4512604.69;0.098612926
Pernambuco;Mata Pernambucana;2005;5053651.99;0.119896897
Pernambuco;Mata Pernambucana;2006;5685140.25;0.124956816
Pernambuco;Mata Pernambucana;2007;6120996.49;0.076665873
Pernambuco;Mata Pernambucana;2008;6886975.37;0.125139572
Pernambuco;Mata Pernambucana;2009;7974833.01;0.157958695
Pernambuco;Mata Pernambucana;2010;9896289.62;0.240940043
Pernambuco;Mata Pernambucana;2011;11091648.11;0.120788552
Pernambuco;Mata Pernambucana;2012;12633892.34;0.139045543
Pernambuco;Mata Pernambucana;2013;13942993.78;0.10361822
Pernambuco;Mata Pernambucana;2014;16545758.08;0.18667184
Pernambuco;Mata Pernambucana;2015;18514106.62;0.118963938
Pernambuco;Mata Pernambucana;2016;21224097.75;0.146374394
Pernambuco;Mata Pernambucana;2017;25838069.73;0.21739308
Pernambuco;Metropolitana de Recife;2002;23325927.98;0
Pernambuco;Metropolitana de Recife;2003;24620480.02;0.055498415
Pernambuco;Metropolitana de Recife;2004;28845287.68;0.17159729
Pernambuco;Metropolitana de Recife;2005;31952368.59;0.107715373
Pernambuco;Metropolitana de Recife;2006;34861058.02;0.091032044
Pernambuco;Metropolitana de Recife;2007;39571957.91;0.135133589
Pernambuco;Metropolitana de Recife;2008;44154710.94;0.115808094
Pernambuco;Metropolitana de Recife;2009;50411659.1;0.14170511
Pernambuco;Metropolitana de Recife;2010;60927721.64;0.208603778
Pernambuco;Metropolitana de Recife;2011;69457545.25;0.139999058
Pernambuco;Metropolitana de Recife;2012;80914192.08;0.164944597
Pernambuco;Metropolitana de Recife;2013;90014217.66;0.112465136
Pernambuco;Metropolitana de Recife;2014;96853160.39;0.07597625
Pernambuco;Metropolitana de Recife;2015;95562446.76;-0.0133265
Pernambuco;Metropolitana de Recife;2016;100165395.2;0.048166917
Pernambuco;Metropolitana de Recife;2017;105667101.4;0.054926217
Alagoas;Sertão Alagoano;2002;888907.82;0
Alagoas;Sertão Alagoano;2003;853339.33;-0.040013699
Alagoas;Sertão Alagoano;2004;1046657.5;0.226543138
Alagoas;Sertão Alagoano;2005;1189559.3;0.136531578
Alagoas;Sertão Alagoano;2006;1327055.88;0.11558615
Alagoas;Sertão Alagoano;2007;1497874.43;0.128719938
Alagoas;Sertão Alagoano;2008;1682214.95;0.123068073
Alagoas;Sertão Alagoano;2009;1728246.78;0.027363822
Alagoas;Sertão Alagoano;2010;1893456.91;0.095594062
Alagoas;Sertão Alagoano;2011;2257982.37;0.192518487
Alagoas;Sertão Alagoano;2012;2565797.39;0.13632304
Alagoas;Sertão Alagoano;2013;2819240.32;0.098777453
Alagoas;Sertão Alagoano;2014;3012297.11;0.068478302
Alagoas;Sertão Alagoano;2015;3294465.2;0.093672065
Alagoas;Sertão Alagoano;2016;3442752.02;0.045010893
Alagoas;Sertão Alagoano;2017;3662152.61;0.063728258
Alagoas;Agreste Alagoano;2002;1572880.96;0
Alagoas;Agreste Alagoano;2003;1602477.97;0.018817069
Alagoas;Agreste Alagoano;2004;1764287.83;0.10097478
Alagoas;Agreste Alagoano;2005;1982695.22;0.123793514
Alagoas;Agreste Alagoano;2006;2235175.16;0.127341781
Alagoas;Agreste Alagoano;2007;2594682.84;0.160840943
Alagoas;Agreste Alagoano;2008;2983718.85;0.149935863
Alagoas;Agreste Alagoano;2009;3368691.83;0.129024549
Alagoas;Agreste Alagoano;2010;3827720.95;0.136263316
Alagoas;Agreste Alagoano;2011;4301837.16;0.123863839
Alagoas;Agreste Alagoano;2012;5342746.07;0.241968459
Alagoas;Agreste Alagoano;2013;5775039.54;0.080912225
Alagoas;Agreste Alagoano;2014;6460599.26;0.118710827
Alagoas;Agreste Alagoano;2015;7598188.91;0.176081135
Alagoas;Agreste Alagoano;2016;7722088.75;0.016306496
Alagoas;Agreste Alagoano;2017;8367189.75;0.083539703
Alagoas;Leste Alagoano;2002;9075064.11;0
Alagoas;Leste Alagoano;2003;10168212.91;0.120456317
Alagoas;Leste Alagoano;2004;11233962.13;0.104811851
Alagoas;Leste Alagoano;2005;12312266.93;0.095986152
Alagoas;Leste Alagoano;2006;13833439.91;0.123549383
Alagoas;Leste Alagoano;2007;15778708.65;0.140620753
Alagoas;Leste Alagoano;2008;17596360.8;0.115196509
Alagoas;Leste Alagoano;2009;19085448.91;0.084624777
Alagoas;Leste Alagoano;2010;21411860.01;0.121894492
Alagoas;Leste Alagoano;2011;25097501.21;0.172130828
Alagoas;Leste Alagoano;2012;26741854.01;0.065518586
Alagoas;Leste Alagoano;2013;28688249.26;0.072784604
Alagoas;Leste Alagoano;2014;31502097.64;0.098083656
Alagoas;Leste Alagoano;2015;35474556.5;0.126101408
Alagoas;Leste Alagoano;2016;38303900.14;0.079756984
Alagoas;Leste Alagoano;2017;40814125.81;0.065534467
Sergipe;Sertão Sergipano;2002;1367412.13;0
Sergipe;Sertão Sergipano;2003;1645178.57;0.203132935
Sergipe;Sertão Sergipano;2004;1839046.9;0.117840296
Sergipe;Sertão Sergipano;2005;1808727.77;-0.016486328
Sergipe;Sertão Sergipano;2006;1838254.31;0.01632448
Sergipe;Sertão Sergipano;2007;2093667.14;0.138943142
Sergipe;Sertão Sergipano;2008;2582691.41;0.233573074
Sergipe;Sertão Sergipano;2009;2496569.52;-0.033345792
Sergipe;Sertão Sergipano;2010;3270038.33;0.309812646
Sergipe;Sertão Sergipano;2011;3222462.86;-0.014548903
Sergipe;Sertão Sergipano;2012;3575474.54;0.109547168
Sergipe;Sertão Sergipano;2013;2583244.29;-0.277510087
Sergipe;Sertão Sergipano;2014;2863619.73;0.108536169
Sergipe;Sertão Sergipano;2015;3557537.5;0.242321899
Sergipe;Sertão Sergipano;2016;3581696.88;0.00679104
Sergipe;Sertão Sergipano;2017;4269932.68;0.192153558
Sergipe;Agreste Sergipano;2002;1324736.11;0
Sergipe;Agreste Sergipano;2003;1538633.45;0.161464112
Sergipe;Agreste Sergipano;2004;1634981.35;0.062619138
Sergipe;Agreste Sergipano;2005;1766245.87;0.080285026
Sergipe;Agreste Sergipano;2006;2059577.9;0.166076555
Sergipe;Agreste Sergipano;2007;2273171.51;0.103707468
Sergipe;Agreste Sergipano;2008;2687660.13;0.182339352
Sergipe;Agreste Sergipano;2009;2890375.79;0.075424589
Sergipe;Agreste Sergipano;2010;3355725.53;0.160999736
Sergipe;Agreste Sergipano;2011;3716210.39;0.107423821
Sergipe;Agreste Sergipano;2012;4247302.05;0.142912162
Sergipe;Agreste Sergipano;2013;4972504.88;0.170744351
Sergipe;Agreste Sergipano;2014;5321750.97;0.070235444
Sergipe;Agreste Sergipano;2015;5668385.65;0.065135457
Sergipe;Agreste Sergipano;2016;5910251.83;0.042669323
Sergipe;Agreste Sergipano;2017;6536703.33;0.105994045
Sergipe;Leste Sergipano;2002;7640345.66;0
Sergipe;Leste Sergipano;2003;8565761.68;0.121122271
Sergipe;Leste Sergipano;2004;9862229.74;0.151354673
Sergipe;Leste Sergipano;2005;10855144.86;0.100678563
Sergipe;Leste Sergipano;2006;12521965.63;0.153551223
Sergipe;Leste Sergipano;2007;13851611.0;0.106185036
Sergipe;Leste Sergipano;2008;16148026.46;0.165786886
Sergipe;Leste Sergipano;2009;16320297.93;0.010668268
Sergipe;Leste Sergipano;2010;19779129.36;0.211934331
Sergipe;Leste Sergipano;2011;22169598.6;0.120858163
Sergipe;Leste Sergipano;2012;25030404.21;0.129041832
Sergipe;Leste Sergipano;2013;27780236.9;0.1098597
Sergipe;Leste Sergipano;2014;29287060.8;0.054240859
Sergipe;Leste Sergipano;2015;29330607.31;0.001486886
Sergipe;Leste Sergipano;2016;29385489.77;0.001871167
Sergipe;Leste Sergipano;2017;29897130.01;0.017411323
Bahia;Extremo Oeste Baiano;2002;3252669.04;0
Bahia;Extremo Oeste Baiano;2003;4215214.1;0.295924685
Bahia;Extremo Oeste Baiano;2004;5751516.09;0.364465945
Bahia;Extremo Oeste Baiano;2005;5285313.36;-0.081057363
Bahia;Extremo Oeste Baiano;2006;4943127.87;-0.064742706
Bahia;Extremo Oeste Baiano;2007;6581637.67;0.331472267
Bahia;Extremo Oeste Baiano;2008;7999888.54;0.215486014
Bahia;Extremo Oeste Baiano;2009;8115035.08;0.014393518
Bahia;Extremo Oeste Baiano;2010;7766683.21;-0.042926724
Bahia;Extremo Oeste Baiano;2011;10218494.85;0.31568323
Bahia;Extremo Oeste Baiano;2012;13265770.39;0.29821178
Bahia;Extremo Oeste Baiano;2013;13170080.74;-0.007213275
Bahia;Extremo Oeste Baiano;2014;15429847.18;0.17158334
Bahia;Extremo Oeste Baiano;2015;17182843.99;0.113610769
Bahia;Extremo Oeste Baiano;2016;14496599.99;-0.15633291
Bahia;Extremo Oeste Baiano;2017;17804016.35;0.228151178
Bahia;Vale São-Franciscano da Bahia;2002;3352053.43;0
Bahia;Vale São-Franciscano da Bahia;2003;3652685.7;0.089686002
Bahia;Vale São-Franciscano da Bahia;2004;3797769.46;0.039719749
Bahia;Vale São-Franciscano da Bahia;2005;3887202.8;0.023548912
Bahia;Vale São-Franciscano da Bahia;2006;4469852.47;0.149889188
Bahia;Vale São-Franciscano da Bahia;2007;5464237.05;0.222464743
Bahia;Vale São-Franciscano da Bahia;2008;6318895.44;0.156409464
Bahia;Vale São-Franciscano da Bahia;2009;5938045.06;-0.06027167
Bahia;Vale São-Franciscano da Bahia;2010;7172320.84;0.207858945
Bahia;Vale São-Franciscano da Bahia;2011;7510508.74;0.047151809
Bahia;Vale São-Franciscano da Bahia;2012;8681953.6;0.155974102
Bahia;Vale São-Franciscano da Bahia;2013;8333984.78;-0.040079553
Bahia;Vale São-Franciscano da Bahia;2014;9525900.53;0.14301871
Bahia;Vale São-Franciscano da Bahia;2015;10850314.38;0.139032929
Bahia;Vale São-Franciscano da Bahia;2016;11668187.16;0.075377796
Bahia;Vale São-Franciscano da Bahia;2017;13113542.83;0.123871485
Bahia;Centro Norte Baiano;2002;5755505.3;0
Bahia;Centro Norte Baiano;2003;6572553.83;0.141959478
Bahia;Centro Norte Baiano;2004;7370383.13;0.121388021
Bahia;Centro Norte Baiano;2005;8445593.23;0.145882525
